dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1722632400,2024-08-02 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,36.4,10000,20.22,39.59,35.88,36.85,1008,,,39,5.66,200,,,,,,40,802,Clouds,scattered clouds,03d
1722636000,2024-08-02 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,37.19,10000,22.51,42.91,35.67,37.95,1008,,,43,5.66,200,9.26,,,,,75,803,Clouds,broken clouds,04d
1722639600,2024-08-02 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,35.37,10000,21.98,39.99,33.81,35.85,1008,,,46,7.72,210,10.8,,,,,75,803,Clouds,broken clouds,04d
1722643200,2024-08-03 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.06,10000,20.8,37.23,33.85,34.06,1009,,,46,7.2,210,13.38,,,,,75,803,Clouds,broken clouds,04d
1722646800,2024-08-03 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.99,,23.88,33.47,28.5,29.45,1010,,,74,0.45,62,1.79,,,,,95,804,Clouds,overcast clouds,04n
1722650400,2024-08-03 02:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.01,10000,22.26,30.82,27.39,29,1010,,,71,3.09,10,,,,,,100,804,Clouds,overcast clouds,04n
1722654000,2024-08-03 03:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.77,10000,22.61,29.08,25.88,28.22,1010,,,78,4.63,60,,,,,,100,804,Clouds,overcast clouds,04n
1722657600,2024-08-03 04:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.46,10000,22.73,26.46,26.09,26.85,1010,,,80,3.09,50,,,,,,75,803,Clouds,broken clouds,04n
1722661200,2024-08-03 05:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.48,10000,22.75,26.48,26.09,27.67,1010,,,80,1.54,60,,,,,,100,804,Clouds,overcast clouds,04n
1722664800,2024-08-03 06:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.87,10000,21.4,28.79,26.04,27.39,1010,,,72,3.6,220,,,,,,75,803,Clouds,broken clouds,04n
1722668400,2024-08-03 07:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.31,10000,21.52,26.31,25.48,26.84,1010,,,75,3.6,190,,,,,,75,803,Clouds,broken clouds,04n
1722672000,2024-08-03 08:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.5,10000,22,26.22,24.55,26.28,1010,,,81,4.12,190,,,,,,40,802,Clouds,scattered clouds,03n
1722675600,2024-08-03 09:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.89,10000,22.19,25.65,24,25.17,1010,,,85,2.57,180,,,,,,40,802,Clouds,scattered clouds,03n
1722679200,2024-08-03 10:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.7,10000,22.39,25.5,23.85,25.17,1011,,,87,3.09,200,,,,,,40,802,Clouds,scattered clouds,03n
1722682800,2024-08-03 11:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.71,10000,22.02,25.46,23.44,25.17,1011,,,85,4.12,190,,,,,,75,803,Clouds,broken clouds,04d
1722686400,2024-08-03 12:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.57,10000,22.47,26.35,24,26.59,1012,,,83,3.6,190,,,,,,75,803,Clouds,broken clouds,04d
1722690000,2024-08-03 13:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.79,10000,22.63,29.12,25.11,27.76,1011,,,78,4.12,190,,0.11,,,,40,500,Rain,light rain,10d
1722693600,2024-08-03 14:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.14,10000,23.34,33.23,27.85,30.17,1011,,,71,4.63,190,,0.72,,,,40,500,Rain,light rain,10d
1722697200,2024-08-03 15:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.29,10000,23.48,35,28.85,30.73,1011,,,67,5.14,170,,0.31,,,,20,500,Rain,light rain,10d
1722700800,2024-08-03 16:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.9,10000,23.44,37.14,30.85,32.95,1011,,,61,5.66,170,,,,,,20,801,Clouds,few clouds,02d
1722704400,2024-08-03 17:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.92,10000,24.12,39.31,31.85,33.81,1010,,,60,7.2,170,,,,,,20,801,Clouds,few clouds,02d
1722708000,2024-08-03 18:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.14,,23.81,40.53,33.78,34.39,1010,,,55,2.24,210,5.81,,,,,38,802,Clouds,scattered clouds,03d
1722711600,2024-08-03 19:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.58,10000,23.6,40.84,33.85,35.17,1009,,,53,7.2,180,11.83,,,,,20,801,Clouds,few clouds,02d
1722715200,2024-08-03 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.79,10000,20.71,33.28,29.85,32.85,1008,,,55,8.23,180,12.35,0.13,,,,40,500,Rain,light rain,10d
1722718800,2024-08-03 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.89,10000,18.95,30.14,27.86,32.85,1009,,,55,8.75,180,11.83,4.29,,,,75,502,Rain,heavy intensity rain,10d
1722722400,2024-08-03 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.28,10000,23.24,37.42,31.22,33.22,1010,,,59,8.23,190,12.35,8.14,,,,75,502,Rain,heavy intensity rain,10d
1722726000,2024-08-03 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.39,3219,21.32,25.05,23.85,24.72,1011,,,83,10.29,270,16.46,0.25,,,,100,211,Thunderstorm,thunderstorm,11d
1722726000,2024-08-03 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.39,3219,21.32,25.05,23.85,24.72,1011,,,83,10.29,270,16.46,0.25,,,,100,500,Rain,light rain,10d
1722729600,2024-08-04 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.92,10000,22.54,24.77,23.27,24.33,1011,,,92,5.14,180,,3.56,,,,100,211,Thunderstorm,thunderstorm,11d
1722729600,2024-08-04 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.92,10000,22.54,24.77,23.27,24.33,1011,,,92,5.14,180,,3.56,,,,100,501,Rain,moderate rain,10d
1722733200,2024-08-04 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.6,,22.4,24.44,23.3,23.87,1011,,,93,1.77,222,,,,,,91,804,Clouds,overcast clouds,04n
1722736800,2024-08-04 02:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.91,10000,22.35,24.73,22.33,24.39,1011,,,91,0.45,3,0.45,,,,,100,804,Clouds,overcast clouds,04n
1722740400,2024-08-04 03:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.64,,22.44,24.49,22.89,23.84,1012,,,93,0.45,354,0.45,,,,,92,804,Clouds,overcast clouds,04n
1722744000,2024-08-04 04:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.84,10000,22.46,24.68,22.89,24.85,1012,,,92,2.57,190,,,,,,75,803,Clouds,broken clouds,04n
1722747600,2024-08-04 05:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.94,10000,22.02,24.71,22.33,24.39,1012,,,89,4.12,190,,,,,,75,803,Clouds,broken clouds,04n
1722751200,2024-08-04 06:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.04,10000,22.11,24.82,22.33,24.39,1012,,,89,5.66,220,,,,,,75,803,Clouds,broken clouds,04n
1722754800,2024-08-04 07:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.76,10000,21.84,24.52,21.99,24.38,1012,,,89,3.09,220,,,,,,75,803,Clouds,broken clouds,04n
1722758400,2024-08-04 08:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.66,10000,21.74,24.41,21.99,23.87,1012,,,89,2.06,230,,,,,,75,803,Clouds,broken clouds,04n
1722762000,2024-08-04 09:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.44,10000,21.34,24.14,21.99,23.85,1012,,,88,2.57,220,,,,,,75,803,Clouds,broken clouds,04n
1722765600,2024-08-04 10:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.34,10000,21.42,24.05,21.78,23.84,1012,,,89,2.68,288,2.68,0.24,,,,100,500,Rain,light rain,10n
1722769200,2024-08-04 11:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.28,10000,21.36,23.99,21.99,23.85,1013,,,89,2.06,240,,0.26,,,,75,500,Rain,light rain,10d
1722772800,2024-08-04 12:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,23.56,10000,21.64,24.3,22.54,23.87,1014,,,89,3.09,220,,0.98,,,,100,500,Rain,light rain,10d
1722776400,2024-08-04 13:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.2,10000,22.09,24.97,23.1,24.92,1014,,,88,3.09,240,,0.14,,,,100,500,Rain,light rain,10d
1722780000,2024-08-04 14:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.44,10000,22.71,26.44,25.5,26.84,1014,,,80,0.45,249,2.24,0.19,,,,75,500,Rain,light rain,10d
1722783600,2024-08-04 15:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.32,,23.24,31.91,27.67,28.87,1014,,,74,1.34,329,1.34,0.21,,,,42,500,Rain,light rain,10d
1722787200,2024-08-04 16:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.41,10000,22.87,31.79,27.85,28.83,1015,,,72,1.54,0,,0.19,,,,40,500,Rain,light rain,10d
1722790800,2024-08-04 17:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.47,10000,23.42,33.78,28.85,29.98,1014,,,70,3.09,230,,0.2,,,,75,500,Rain,light rain,10d
1722794400,2024-08-04 18:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.72,10000,22.6,34.74,30.48,31.56,1014,,,62,3.09,260,,,,,,75,803,Clouds,broken clouds,04d
1722798000,2024-08-04 19:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.41,10000,22.15,35.2,29.98,32.7,1014,,,58,1.34,240,3.13,0.32,,,,75,500,Rain,light rain,10d
1722801600,2024-08-04 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.45,10000,21.94,36.3,31.59,32.95,1014,,,54,2.06,50,,0.37,,,,75,211,Thunderstorm,thunderstorm,11d
1722801600,2024-08-04 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.45,10000,21.94,36.3,31.59,32.95,1014,,,54,2.06,50,,0.37,,,,75,500,Rain,light rain,10d
1722805200,2024-08-04 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.01,10000,22.61,35.12,29.85,31.62,1014,,,61,3.09,160,,0.4,,,,75,500,Rain,light rain,10d
1722808800,2024-08-04 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.44,,22.6,34.38,29.89,30.73,1014,,,63,0.89,29,3.13,0.48,,,,53,500,Rain,light rain,10d
1722812400,2024-08-04 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.91,10000,23.35,32.9,27.85,29.92,1014,,,72,4.63,170,,0.12,,,,40,500,Rain,light rain,10d
1722816000,2024-08-05 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.67,10000,22.84,30.64,26.78,28.26,1015,,,75,4.63,160,,,,,,20,801,Clouds,few clouds,02d
1722819600,2024-08-05 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.96,10000,22.8,29.47,26.22,27.39,1016,,,78,3.6,180,,,,,,20,801,Clouds,few clouds,02n
1722823200,2024-08-05 02:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.34,10000,23.02,26.34,25.11,26.85,1017,,,82,4.12,190,,,,,,0,800,Clear,sky is clear,01n
1722826800,2024-08-05 03:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.67,10000,22.76,26.49,24.55,26.28,1017,,,84,4.12,200,,,,,,40,802,Clouds,scattered clouds,03n
1722830400,2024-08-05 04:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.33,10000,23.01,26.19,24,25.73,1017,,,87,2.57,200,,,,,,40,802,Clouds,scattered clouds,03n
1722834000,2024-08-05 05:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.14,10000,22.82,25.98,23.65,25.73,1017,,,87,2.06,200,,,,,,75,803,Clouds,broken clouds,04n
1722837600,2024-08-05 06:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.04,10000,22.72,25.87,23.65,25.51,1016,,,87,0.45,341,0.45,,,,,40,802,Clouds,scattered clouds,03n
1722841200,2024-08-05 07:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.77,10000,22.65,25.6,23.1,25.17,1016,,,88,2.06,190,,,,,,20,801,Clouds,few clouds,02n
1722844800,2024-08-05 08:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.65,10000,22.71,25.49,23.26,24.95,1016,,,89,2.57,200,,,,,,20,801,Clouds,few clouds,02n
1722848400,2024-08-05 09:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.26,10000,22.7,25.12,22.54,24.95,1016,,,91,2.06,210,,,,,,20,801,Clouds,few clouds,02n
1722852000,2024-08-05 10:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.14,10000,22.58,24.99,22.7,24.39,1017,,,91,2.06,220,,,,,,20,801,Clouds,few clouds,02n
1722855600,2024-08-05 11:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.44,10000,22.87,25.32,22.7,24.95,1018,,,91,1.54,210,,,,,,20,801,Clouds,few clouds,02d
1722859200,2024-08-05 12:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.59,10000,23.07,26.45,24.92,25.85,1018,,,86,1.34,326,1.34,,,,,75,803,Clouds,broken clouds,04d
1722862800,2024-08-05 13:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.92,10000,22.85,31.04,26.85,28.87,1018,,,74,0.45,17,0.45,,,,,20,801,Clouds,few clouds,02d
1722866400,2024-08-05 14:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.72,,21.79,34.03,28.81,31.28,1018,,,59,0.89,213,0.89,,,,,7,800,Clear,sky is clear,01d
1722870000,2024-08-05 15:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.2,,21.41,35.51,31.09,32.95,1017,,,53,1.34,211,2.24,,,,,9,800,Clear,sky is clear,01d
1722873600,2024-08-05 16:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,33.26,,20.76,36.23,32.76,33.84,1017,,,48,1.34,281,2.68,0.21,,,,1,500,Rain,light rain,10d
1722877200,2024-08-05 17:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.28,,19.91,36.76,32.51,34.92,1017,,,43,2.68,289,3.13,,,,,9,800,Clear,sky is clear,01d
1722880800,2024-08-05 18:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.73,10000,20.68,37.94,32.85,35.17,1017,,,44,3.6,160,,,,,,40,802,Clouds,scattered clouds,03d
1722884400,2024-08-05 19:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,35.17,10000,20.7,38.5,33.44,36.04,1016,,,43,4.12,190,7.72,,,,,40,802,Clouds,scattered clouds,03d
1722888000,2024-08-05 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.4,,21.8,38.58,34.06,34.98,1016,,,48,2.24,191,3.13,,,,,3,800,Clear,sky is clear,01d
1722891600,2024-08-05 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.35,10000,21.41,38.14,33.85,35.45,1015,,,47,4.63,180,,,,,,75,803,Clouds,broken clouds,04d
1722895200,2024-08-05 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.36,,21.77,38.5,33.78,35.17,1015,,,48,2.24,189,3.58,,,,,32,802,Clouds,scattered clouds,03d
1722898800,2024-08-05 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.56,10000,23.78,38.42,31.22,32.95,1015,,,60,5.66,200,,,,,,40,802,Clouds,scattered clouds,03d
1722902400,2024-08-06 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.46,10000,23.56,36.69,30.85,31.84,1015,,,63,4.12,180,,,,,,40,802,Clouds,scattered clouds,03d
1722906000,2024-08-06 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.42,10000,23.85,35.56,29.21,30.85,1016,,,68,4.12,180,,,,,,40,802,Clouds,scattered clouds,03n
1722909600,2024-08-06 02:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.77,10000,24.18,34.95,28.44,30.17,1016,,,72,6.17,180,,,,,,40,802,Clouds,scattered clouds,03n
1722913200,2024-08-06 03:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.02,10000,24.79,34.37,27.89,29.61,1016,,,78,4.12,190,,,,,,75,803,Clouds,broken clouds,04n
1722916800,2024-08-06 04:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.43,10000,24.85,33.38,27.33,29.06,1016,,,81,5.14,190,,,,,,75,803,Clouds,broken clouds,04n
1722920400,2024-08-06 05:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.87,10000,24.71,32.22,26.78,28.5,1015,,,83,4.12,200,,,,,,75,803,Clouds,broken clouds,04n
1722924000,2024-08-06 06:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.61,10000,24.86,31.82,26.43,27.95,1015,,,85,3.09,190,,,,,,75,803,Clouds,broken clouds,04n
1722927600,2024-08-06 07:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.33,10000,24.58,31.07,26.78,27.95,1015,,,85,3.09,200,,,,,,40,802,Clouds,scattered clouds,03n
1722931200,2024-08-06 08:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.65,10000,24.5,26.65,25.88,26.85,1014,,,88,4.63,190,,,,,,40,802,Clouds,scattered clouds,03n
1722934800,2024-08-06 09:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.41,10000,24.45,26.41,25.32,26.85,1014,,,89,3.09,190,,,,,,40,802,Clouds,scattered clouds,03n
1722938400,2024-08-06 10:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.08,10000,24.12,26.08,25.45,26.28,1014,,,89,3.6,200,,,,,,20,801,Clouds,few clouds,02n
1722942000,2024-08-06 11:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.01,10000,24.05,26.01,24.76,26.28,1014,,,89,2.06,210,,,,,,75,803,Clouds,broken clouds,04d
1722945600,2024-08-06 12:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.78,10000,24.24,29.76,25.67,27.2,1015,,,86,4.12,210,,,,,,75,803,Clouds,broken clouds,04d
1722949200,2024-08-06 13:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.09,10000,24.73,32.65,26.43,28.87,1015,,,82,4.12,190,,,,,,40,802,Clouds,scattered clouds,03d
1722952800,2024-08-06 14:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.38,10000,24.92,35.11,27.85,30.73,1014,,,77,6.17,170,,,,,,20,801,Clouds,few clouds,02d
1722956400,2024-08-06 15:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.07,10000,24.92,36.23,28.62,31.09,1014,,,74,6.17,180,,,,,,20,801,Clouds,few clouds,02d
1722960000,2024-08-06 16:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.29,10000,24.92,38.07,29.85,32.2,1014,,,69,4.63,170,,,,,,20,801,Clouds,few clouds,02d
1722963600,2024-08-06 17:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,32.93,10000,24.68,39.93,31.4,34.06,1013,,,62,5.66,180,,,,,,20,801,Clouds,few clouds,02d
1722967200,2024-08-06 18:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.01,10000,24.28,40.98,32.85,34.39,1013,,,57,5.66,170,,,,,,20,801,Clouds,few clouds,02d
1722970800,2024-08-06 19:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.33,10000,23.37,40.23,32.85,34.98,1012,,,53,6.69,170,,,,,,20,801,Clouds,few clouds,02d
1722974400,2024-08-06 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,34.81,,23.17,40.61,33.1,35.51,1012,,,51,4.92,191,6.26,,,,,49,802,Clouds,scattered clouds,03d
1722978000,2024-08-06 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,33.82,10000,23.51,39.74,32.33,34.39,1011,,,55,7.2,180,,,,,,75,803,Clouds,broken clouds,04d
1722981600,2024-08-06 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,31.75,10000,23.84,37.39,30.67,32.39,1011,,,63,7.72,180,10.8,1.69,,,,75,501,Rain,moderate rain,10d
1722985200,2024-08-06 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.58,10000,24.24,36.22,30.32,30.85,1011,,,69,5.14,180,,,,,,75,803,Clouds,broken clouds,04d
1722988800,2024-08-07 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.98,10000,23.91,34.99,29,30.17,1011,,,70,6.17,180,,,,,,75,803,Clouds,broken clouds,04d
1722992400,2024-08-07 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.19,10000,23.62,33.55,28.44,29.61,1012,,,72,6.17,190,10.29,,,,,75,803,Clouds,broken clouds,04n
1722996000,2024-08-07 02:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.42,10000,23.34,32.14,27.85,29.06,1013,,,74,4.12,200,9.26,,,,,75,803,Clouds,broken clouds,04n
1722999600,2024-08-07 03:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.94,10000,22.65,30.95,27.67,28.5,1013,,,73,3.6,200,,,,,,100,804,Clouds,overcast clouds,04n
1723003200,2024-08-07 04:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.89,10000,22.94,29.41,26.43,27.17,1013,,,79,3.6,190,,,,,,100,804,Clouds,overcast clouds,04n
1723006800,2024-08-07 05:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.36,10000,21.45,26.01,24.61,26.85,1013,,,79,5.66,40,7.72,,,,,100,804,Clouds,overcast clouds,04n
1723010400,2024-08-07 06:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.32,10000,20.85,24.92,23.65,24.92,1012,,,81,4.12,60,,,,,,100,804,Clouds,overcast clouds,04n
1723014000,2024-08-07 07:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,24.58,10000,21.5,25.26,23.65,25.45,1012,,,83,2.57,160,,,,,,100,804,Clouds,overcast clouds,04n
1723017600,2024-08-07 08:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.3,10000,22.2,26.05,24.37,25.85,1011,,,83,3.09,200,,,,,,100,804,Clouds,overcast clouds,04n
1723021200,2024-08-07 09:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.48,10000,22.77,26.3,24,25.85,1011,,,85,4.63,190,,,,,,100,804,Clouds,overcast clouds,04n
1723024800,2024-08-07 10:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.37,10000,22.66,26.18,24.55,25.85,1012,,,85,3.09,190,,,,,,75,803,Clouds,broken clouds,04n
1723028400,2024-08-07 11:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.23,10000,22.72,26.05,24,25.85,1012,,,86,2.06,170,,,,,,100,804,Clouds,overcast clouds,04d
1723032000,2024-08-07 12:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,25.45,10000,22.74,26.27,24.55,25.85,1012,,,85,3.09,170,,,,,,100,804,Clouds,overcast clouds,04d
1723035600,2024-08-07 13:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.58,10000,23.25,26.58,25.11,26.85,1012,,,82,3.09,180,,,,,,100,804,Clouds,overcast clouds,04d
1723039200,2024-08-07 14:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,27.33,10000,23.15,30.26,25.88,27.76,1012,,,78,3.09,160,,0.21,,,,100,500,Rain,light rain,10d
1723042800,2024-08-07 15:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.69,10000,23.37,32.58,26.99,29.38,1012,,,73,2.57,140,,0.17,,,,75,500,Rain,light rain,10d
1723046400,2024-08-07 16:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30,10000,22.95,34.1,27.89,30.17,1012,,,66,3.09,160,,,,,,75,803,Clouds,broken clouds,04d
1723050000,2024-08-07 17:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.04,10000,22.99,34.19,28.65,30.85,1012,,,66,2.06,160,,0.12,,,,40,500,Rain,light rain,10d
1723053600,2024-08-07 18:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.63,10000,22.78,34.79,30.32,31.04,1012,,,63,2.06,120,,0.25,,,,75,500,Rain,light rain,10d
1723057200,2024-08-07 19:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,30.95,10000,23.34,35.77,29.55,31.85,1011,,,64,3.6,130,,0.54,,,,75,500,Rain,light rain,10d
1723060800,2024-08-07 20:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.82,10000,23.99,34.84,28.87,30.88,1011,,,71,5.66,110,10.29,1.76,,,,75,501,Rain,moderate rain,10d
1723064400,2024-08-07 21:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,29.16,10000,23.82,33.68,28.22,30.17,1012,,,73,4.92,130,5.81,1.98,,,,75,501,Rain,moderate rain,10d
1723068000,2024-08-07 22:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.98,10000,24.1,33.64,28.31,29.39,1011,,,75,4.12,140,,0.65,,,,75,500,Rain,light rain,10d
1723071600,2024-08-07 23:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,28.19,10000,23.99,32.25,27.76,28.78,1011,,,78,5.14,160,,0.32,,,,75,500,Rain,light rain,10d
1723075200,2024-08-08 00:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.6,10000,23.27,26.6,26.28,27.85,1012,,,82,4.63,140,,0.31,,,,75,500,Rain,light rain,10d
1723078800,2024-08-08 01:00:00 +0000 UTC,-14400,District of Columbia,38.905985,-77.033418,26.59,10000,23.86,26.59,26.09,26.85,1013,,,85,5.14,130,,0.12,,,,100,500,Rain,light rain,10n
